"","Site","bins","bin.lag","sqID","Quarter","taxnovel","funcnovel","Country","HydroBasin","TS_Length","Yrs_passed","Yr_pos","bin.lagS","Yrs_passedS","logYr_posS"
"G11268 Q3.G11268 Q3.7976","G11268",2010,1,"G11268 Q3",3,FALSE,FALSE,"SWE",2080033330,6,3,3,-0.374789416551989,-0.738310442696151,-0.668376325566249
"G11268 Q3.G11268 Q3.7977","G11268",2011,1,"G11268 Q3",3,FALSE,FALSE,"SWE",2080033330,6,4,4,-0.374789416551989,-0.583947527986172,-0.319083034472825
"G11268 Q3.G11268 Q3.7978","G11268",2013,2,"G11268 Q3",3,FALSE,FALSE,"SWE",2080033330,6,6,5,0.48797983446387,-0.275221698566214,-0.0481501092455202
"G11268 Q3.G11268 Q3.7979","G11268",2015,2,"G11268 Q3",3,FALSE,FALSE,"SWE",2080033330,6,8,6,0.48797983446387,0.0335041308537439,0.173218209145301
"G11268 Q4.G11268 Q4.7968","G11268",1997,1,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11268 Q4.G11268 Q4.7969","G11268",1998,1,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11268 Q4.G11268 Q4.7970","G11268",1999,1,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G11268 Q4.G11268 Q4.7971","G11268",2000,1,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G11268 Q4.G11268 Q4.7972","G11268",2006,6,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,9,5,3.93905683852731,0.187867045563723,-0.0481501092455202
"G11268 Q4.G11268 Q4.7974","G11268",2008,2,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,11,6,0.48797983446387,0.496592874983681,0.173218209145301
"G11268 Q4.G11268 Q4.7980","G11268",2017,9,"G11268 Q4",4,FALSE,FALSE,"SWE",2080033330,7,20,7,6.52736459157488,1.88585910737349,0.360382455503323
"G11271 Q3.G11271 Q3.7981","G11271",1991,2,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G11271 Q3.G11271 Q3.7982","G11271",1994,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,3,2,1.35074908547973,-0.738310442696151,-1.16067756918438
"G11271 Q3.G11271 Q3.7983","G11271",1997,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,6,3,1.35074908547973,-0.275221698566214,-0.668376325566249
"G11271 Q3.G11271 Q3.7984","G11271",2000,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,9,4,1.35074908547973,0.187867045563723,-0.319083034472825
"G11271 Q3.G11271 Q3.7985","G11271",2003,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,12,5,1.35074908547973,0.65095578969366,-0.0481501092455202
"G11271 Q3.G11271 Q3.7986","G11271",2007,4,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,16,6,2.21351833649559,1.26840744853358,0.173218209145301
"G11271 Q3.G11271 Q3.7987","G11271",2010,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,19,7,1.35074908547973,1.73149619266351,0.360382455503323
"G11271 Q3.G11271 Q3.7988","G11271",2012,2,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,21,8,0.48797983446387,2.04022202208347,0.522511500238724
"G11271 Q3.G11271 Q3.7989","G11271",2015,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,24,9,1.35074908547973,2.50331076621341,0.665519452763427
"G11271 Q3.G11271 Q3.7990","G11271",2018,3,"G11271 Q3",3,FALSE,FALSE,"SWE",2080031960,10,27,10,1.35074908547973,2.96639951034334,0.79344442546603
"G11273 Q3.G11273 Q3.7991","G11273",1997,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11273 Q3.G11273 Q3.7992","G11273",2000,3,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,3,2,1.35074908547973,-0.738310442696151,-1.16067756918438
"G11273 Q3.G11273 Q3.7993","G11273",2002,2,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,5,3,0.48797983446387,-0.429584613276193,-0.668376325566249
"G11273 Q3.G11273 Q3.7994","G11273",2003,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,6,4,-0.374789416551989,-0.275221698566214,-0.319083034472825
"G11273 Q3.G11273 Q3.7995","G11273",2004,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,7,5,-0.374789416551989,-0.120858783856235,-0.0481501092455202
"G11273 Q3.G11273 Q3.7996","G11273",2005,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,8,6,-0.374789416551989,0.0335041308537439,0.173218209145301
"G11273 Q3.G11273 Q3.7997","G11273",2006,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,9,7,-0.374789416551989,0.187867045563723,0.360382455503323
"G11273 Q3.G11273 Q3.7998","G11273",2007,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,10,8,-0.374789416551989,0.342229960273702,0.522511500238724
"G11273 Q3.G11273 Q3.7999","G11273",2009,2,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,12,9,0.48797983446387,0.65095578969366,0.665519452763427
"G11273 Q3.G11273 Q3.8000","G11273",2010,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,13,10,-0.374789416551989,0.805318704403639,0.79344442546603
"G11273 Q3.G11273 Q3.8001","G11273",2012,2,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,15,11,0.48797983446387,1.1140445338236,0.909166639557555
"G11273 Q3.G11273 Q3.8002","G11273",2013,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,16,12,-0.374789416551989,1.26840744853358,1.01481274385685
"G11273 Q3.G11273 Q3.8003","G11273",2015,2,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,18,13,0.48797983446387,1.57713327795353,1.11199773892117
"G11273 Q3.G11273 Q3.8004","G11273",2017,2,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,20,14,0.48797983446387,1.88585910737349,1.20197699021487
"G11273 Q3.G11273 Q3.8005","G11273",2018,1,"G11273 Q3",3,FALSE,FALSE,"SWE",2080033320,15,21,15,-0.374789416551989,2.04022202208347,1.28574566908416
"G11275 Q3.G11275 Q3.8022","G11275",2007,2,"G11275 Q3",3,FALSE,FALSE,"SWE",2080033330,5,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G11275 Q3.G11275 Q3.8024","G11275",2009,2,"G11275 Q3",3,FALSE,FALSE,"SWE",2080033330,5,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G11275 Q3.G11275 Q3.8025","G11275",2010,1,"G11275 Q3",3,FALSE,FALSE,"SWE",2080033330,5,3,3,-0.374789416551989,-0.738310442696151,-0.668376325566249
"G11275 Q3.G11275 Q3.8026","G11275",2011,1,"G11275 Q3",3,FALSE,FALSE,"SWE",2080033330,5,4,4,-0.374789416551989,-0.583947527986172,-0.319083034472825
"G11275 Q3.G11275 Q3.8027","G11275",2014,3,"G11275 Q3",3,FALSE,FALSE,"SWE",2080033330,5,7,5,1.35074908547973,-0.120858783856235,-0.0481501092455202
"G11275 Q4.G11275 Q4.8006","G11275",1984,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11275 Q4.G11275 Q4.8007","G11275",1985,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11275 Q4.G11275 Q4.8008","G11275",1986,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G11275 Q4.G11275 Q4.8009","G11275",1987,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G11275 Q4.G11275 Q4.8010","G11275",1988,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G11275 Q4.G11275 Q4.8011","G11275",1989,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G11275 Q4.G11275 Q4.8012","G11275",1991,2,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,7,7,0.48797983446387,-0.120858783856235,0.360382455503323
"G11275 Q4.G11275 Q4.8013","G11275",1992,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,8,8,-0.374789416551989,0.0335041308537439,0.522511500238724
"G11275 Q4.G11275 Q4.8014","G11275",1993,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,9,9,-0.374789416551989,0.187867045563723,0.665519452763427
"G11275 Q4.G11275 Q4.8015","G11275",1994,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,10,10,-0.374789416551989,0.342229960273702,0.79344442546603
"G11275 Q4.G11275 Q4.8016","G11275",1996,2,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,12,11,0.48797983446387,0.65095578969366,0.909166639557555
"G11275 Q4.G11275 Q4.8017","G11275",1997,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,13,12,-0.374789416551989,0.805318704403639,1.01481274385685
"G11275 Q4.G11275 Q4.8018","G11275",1998,1,"G11275 Q4",4,FALSE,TRUE,"SWE",2080033330,17,14,13,-0.374789416551989,0.959681619113618,1.11199773892117
"G11275 Q4.G11275 Q4.8019","G11275",1999,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,15,14,-0.374789416551989,1.1140445338236,1.20197699021487
"G11275 Q4.G11275 Q4.8020","G11275",2000,1,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,16,15,-0.374789416551989,1.26840744853358,1.28574566908416
"G11275 Q4.G11275 Q4.8021","G11275",2006,6,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,22,16,3.93905683852731,2.19458493679345,1.36410603495027
"G11275 Q4.G11275 Q4.8023","G11275",2008,2,"G11275 Q4",4,FALSE,FALSE,"SWE",2080033330,17,24,17,0.48797983446387,2.50331076621341,1.4377142841369
"G11279 Q3.G11279 Q3.8028","G11279",2001,1,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11279 Q3.G11279 Q3.8029","G11279",2003,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G11279 Q3.G11279 Q3.8030","G11279",2005,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,4,3,0.48797983446387,-0.583947527986172,-0.668376325566249
"G11279 Q3.G11279 Q3.8031","G11279",2007,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,6,4,0.48797983446387,-0.275221698566214,-0.319083034472825
"G11279 Q3.G11279 Q3.8032","G11279",2009,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,8,5,0.48797983446387,0.0335041308537439,-0.0481501092455202
"G11279 Q3.G11279 Q3.8033","G11279",2011,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,10,6,0.48797983446387,0.342229960273702,0.173218209145301
"G11279 Q3.G11279 Q3.8034","G11279",2015,4,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,14,7,2.21351833649559,0.959681619113618,0.360382455503323
"G11279 Q3.G11279 Q3.8035","G11279",2017,2,"G11279 Q3",3,FALSE,FALSE,"SWE",2080033320,8,16,8,0.48797983446387,1.26840744853358,0.522511500238724
"G11286 Q3.G11286 Q3.8036","G11286",2007,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G11286 Q3.G11286 Q3.8037","G11286",2009,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G11286 Q3.G11286 Q3.8038","G11286",2011,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,4,3,0.48797983446387,-0.583947527986172,-0.668376325566249
"G11286 Q3.G11286 Q3.8039","G11286",2013,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,6,4,0.48797983446387,-0.275221698566214,-0.319083034472825
"G11286 Q3.G11286 Q3.8040","G11286",2015,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,8,5,0.48797983446387,0.0335041308537439,-0.0481501092455202
"G11286 Q3.G11286 Q3.8041","G11286",2017,2,"G11286 Q3",3,FALSE,FALSE,"SWE",2080033320,6,10,6,0.48797983446387,0.342229960273702,0.173218209145301
"G11295 Q3.G11295 Q3.8042","G11295",2010,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11295 Q3.G11295 Q3.8043","G11295",2012,2,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,2,2,0.48797983446387,-0.89267335740613,-1.16067756918438
"G11295 Q3.G11295 Q3.8044","G11295",2013,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,3,3,-0.374789416551989,-0.738310442696151,-0.668376325566249
"G11295 Q3.G11295 Q3.8045","G11295",2014,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,4,4,-0.374789416551989,-0.583947527986172,-0.319083034472825
"G11295 Q3.G11295 Q3.8046","G11295",2015,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,5,5,-0.374789416551989,-0.429584613276193,-0.0481501092455202
"G11295 Q3.G11295 Q3.8047","G11295",2016,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,6,6,-0.374789416551989,-0.275221698566214,0.173218209145301
"G11295 Q3.G11295 Q3.8048","G11295",2017,1,"G11295 Q3",3,FALSE,FALSE,"SWE",2080033320,7,7,7,-0.374789416551989,-0.120858783856235,0.360382455503323
"G11302 Q3.G11302 Q3.8055","G11302",2007,2,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,0,1,0.48797983446387,-1.20139918682609,-2.00227210389592
"G11302 Q3.G11302 Q3.8056","G11302",2008,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11302 Q3.G11302 Q3.8059","G11302",2011,3,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,4,3,1.35074908547973,-0.583947527986172,-0.668376325566249
"G11302 Q3.G11302 Q3.8060","G11302",2012,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,5,4,-0.374789416551989,-0.429584613276193,-0.319083034472825
"G11302 Q3.G11302 Q3.8061","G11302",2013,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,6,5,-0.374789416551989,-0.275221698566214,-0.0481501092455202
"G11302 Q3.G11302 Q3.8062","G11302",2014,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,7,6,-0.374789416551989,-0.120858783856235,0.173218209145301
"G11302 Q3.G11302 Q3.8063","G11302",2015,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,8,7,-0.374789416551989,0.0335041308537439,0.360382455503323
"G11302 Q3.G11302 Q3.8065","G11302",2017,2,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,10,8,0.48797983446387,0.342229960273702,0.522511500238724
"G11302 Q3.G11302 Q3.8066","G11302",2018,1,"G11302 Q3",3,FALSE,FALSE,"SWE",2080033330,9,11,9,-0.374789416551989,0.496592874983681,0.665519452763427
"G11302 Q4.G11302 Q4.8049","G11302",1996,1,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11302 Q4.G11302 Q4.8050","G11302",1997,1,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11302 Q4.G11302 Q4.8051","G11302",2001,4,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,5,3,2.21351833649559,-0.429584613276193,-0.668376325566249
"G11302 Q4.G11302 Q4.8052","G11302",2002,1,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,6,4,-0.374789416551989,-0.275221698566214,-0.319083034472825
"G11302 Q4.G11302 Q4.8053","G11302",2004,2,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,8,5,0.48797983446387,0.0335041308537439,-0.0481501092455202
"G11302 Q4.G11302 Q4.8054","G11302",2006,2,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,10,6,0.48797983446387,0.342229960273702,0.173218209145301
"G11302 Q4.G11302 Q4.8057","G11302",2009,3,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,13,7,1.35074908547973,0.805318704403639,0.360382455503323
"G11302 Q4.G11302 Q4.8058","G11302",2010,1,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,14,8,-0.374789416551989,0.959681619113618,0.522511500238724
"G11302 Q4.G11302 Q4.8064","G11302",2016,6,"G11302 Q4",4,FALSE,FALSE,"SWE",2080033330,9,20,9,3.93905683852731,1.88585910737349,0.665519452763427
"G11306 Q4.G11306 Q4.8067","G11306",2007,4,"G11306 Q4",4,FALSE,FALSE,"SWE",2080032020,5,0,1,2.21351833649559,-1.20139918682609,-2.00227210389592
"G11306 Q4.G11306 Q4.8068","G11306",2010,3,"G11306 Q4",4,FALSE,FALSE,"SWE",2080032020,5,3,2,1.35074908547973,-0.738310442696151,-1.16067756918438
"G11306 Q4.G11306 Q4.8069","G11306",2013,3,"G11306 Q4",4,FALSE,FALSE,"SWE",2080032020,5,6,3,1.35074908547973,-0.275221698566214,-0.668376325566249
"G11306 Q4.G11306 Q4.8070","G11306",2016,3,"G11306 Q4",4,FALSE,FALSE,"SWE",2080032020,5,9,4,1.35074908547973,0.187867045563723,-0.319083034472825
"G11306 Q4.G11306 Q4.8071","G11306",2018,2,"G11306 Q4",4,FALSE,FALSE,"SWE",2080032020,5,11,5,0.48797983446387,0.496592874983681,-0.0481501092455202
"G11308 Q4.G11308 Q4.8072","G11308",1985,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11308 Q4.G11308 Q4.8073","G11308",1986,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11308 Q4.G11308 Q4.8074","G11308",1987,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G11308 Q4.G11308 Q4.8075","G11308",1988,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G11308 Q4.G11308 Q4.8076","G11308",1989,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G11308 Q4.G11308 Q4.8077","G11308",1990,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G11308 Q4.G11308 Q4.8078","G11308",1991,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G11308 Q4.G11308 Q4.8079","G11308",1992,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G11308 Q4.G11308 Q4.8080","G11308",1993,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G11308 Q4.G11308 Q4.8081","G11308",1994,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,9,10,-0.374789416551989,0.187867045563723,0.79344442546603
"G11308 Q4.G11308 Q4.8082","G11308",1995,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,10,11,-0.374789416551989,0.342229960273702,0.909166639557555
"G11308 Q4.G11308 Q4.8083","G11308",1996,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,11,12,-0.374789416551989,0.496592874983681,1.01481274385685
"G11308 Q4.G11308 Q4.8084","G11308",1998,2,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,13,13,0.48797983446387,0.805318704403639,1.11199773892117
"G11308 Q4.G11308 Q4.8085","G11308",1999,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,14,14,-0.374789416551989,0.959681619113618,1.20197699021487
"G11308 Q4.G11308 Q4.8086","G11308",2000,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,15,15,-0.374789416551989,1.1140445338236,1.28574566908416
"G11308 Q4.G11308 Q4.8087","G11308",2001,1,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,16,16,-0.374789416551989,1.26840744853358,1.36410603495027
"G11308 Q4.G11308 Q4.8088","G11308",2005,4,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,20,17,2.21351833649559,1.88585910737349,1.4377142841369
"G11308 Q4.G11308 Q4.8089","G11308",2009,4,"G11308 Q4",4,FALSE,FALSE,"SWE",2080033330,18,24,18,2.21351833649559,2.50331076621341,1.50711398747498
"G11309 Q4.G11309 Q4.8090","G11309",1985,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11309 Q4.G11309 Q4.8091","G11309",1986,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11309 Q4.G11309 Q4.8092","G11309",1987,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G11309 Q4.G11309 Q4.8093","G11309",1988,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G11309 Q4.G11309 Q4.8094","G11309",1989,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G11309 Q4.G11309 Q4.8095","G11309",1990,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G11309 Q4.G11309 Q4.8096","G11309",1991,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G11309 Q4.G11309 Q4.8097","G11309",1992,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G11309 Q4.G11309 Q4.8098","G11309",1993,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G11309 Q4.G11309 Q4.8099","G11309",1994,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,9,10,-0.374789416551989,0.187867045563723,0.79344442546603
"G11309 Q4.G11309 Q4.8100","G11309",1995,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,10,11,-0.374789416551989,0.342229960273702,0.909166639557555
"G11309 Q4.G11309 Q4.8101","G11309",1996,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,11,12,-0.374789416551989,0.496592874983681,1.01481274385685
"G11309 Q4.G11309 Q4.8102","G11309",1997,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,12,13,-0.374789416551989,0.65095578969366,1.11199773892117
"G11309 Q4.G11309 Q4.8103","G11309",1998,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,13,14,-0.374789416551989,0.805318704403639,1.20197699021487
"G11309 Q4.G11309 Q4.8104","G11309",1999,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,14,15,-0.374789416551989,0.959681619113618,1.28574566908416
"G11309 Q4.G11309 Q4.8105","G11309",2000,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,15,16,-0.374789416551989,1.1140445338236,1.36410603495027
"G11309 Q4.G11309 Q4.8106","G11309",2002,2,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,17,17,0.48797983446387,1.42277036324355,1.4377142841369
"G11309 Q4.G11309 Q4.8107","G11309",2003,1,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,18,18,-0.374789416551989,1.57713327795353,1.50711398747498
"G11309 Q4.G11309 Q4.8108","G11309",2009,6,"G11309 Q4",4,FALSE,FALSE,"SWE",2080033330,19,24,19,3.93905683852731,2.50331076621341,1.57276047526902
"G11310 Q4.G11310 Q4.8109","G11310",1990,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,0,1,-0.374789416551989,-1.20139918682609,-2.00227210389592
"G11310 Q4.G11310 Q4.8110","G11310",1991,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,1,2,-0.374789416551989,-1.04703627211611,-1.16067756918438
"G11310 Q4.G11310 Q4.8111","G11310",1992,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,2,3,-0.374789416551989,-0.89267335740613,-0.668376325566249
"G11310 Q4.G11310 Q4.8112","G11310",1993,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,3,4,-0.374789416551989,-0.738310442696151,-0.319083034472825
"G11310 Q4.G11310 Q4.8113","G11310",1994,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,4,5,-0.374789416551989,-0.583947527986172,-0.0481501092455202
"G11310 Q4.G11310 Q4.8114","G11310",1995,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,5,6,-0.374789416551989,-0.429584613276193,0.173218209145301
"G11310 Q4.G11310 Q4.8115","G11310",1996,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,6,7,-0.374789416551989,-0.275221698566214,0.360382455503323
"G11310 Q4.G11310 Q4.8116","G11310",1997,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,7,8,-0.374789416551989,-0.120858783856235,0.522511500238724
"G11310 Q4.G11310 Q4.8117","G11310",1998,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,8,9,-0.374789416551989,0.0335041308537439,0.665519452763427
"G11310 Q4.G11310 Q4.8118","G11310",1999,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,9,10,-0.374789416551989,0.187867045563723,0.79344442546603
"G11310 Q4.G11310 Q4.8119","G11310",2000,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,10,11,-0.374789416551989,0.342229960273702,0.909166639557555
"G11310 Q4.G11310 Q4.8120","G11310",2001,1,"G11310 Q4",4,FALSE,FALSE,"SWE",2080033330,14,11,12,-0.374789416551989,0.496592874983681,1.01481274385685
